14.2	1.8609
28.2	1.85575
29.98	1.8558
55	1.84795
84.7	1.8402
97.9	1.83935
114.5	1.83495
220.2	1.82335
245.6	1.82495
273.6	1.8205
312.6	1.82325
372.4	1.8241
429.6	1.82655
506.3	1.83075
552.4	1.8365
609.6	1.84085
617.6	1.84225
621.3	1.84175
639.1	1.84495
833.6	1.86745
905.7	1.8768
920.5	1.87815
929	1.9294
984	1.8857
1009	1.8895
3237	2.07935
3407	2.08875
3408	2.08895
9301	2.25175
9960	2.25965
32450	2.3561
32940	2.3567
223500	2.38155
332100	2.38065
912900	2.38175
920700	2.3825
