14.1	2.23955
28.1	2.24665
29.8	2.2486
55	2.2495
84.6	2.25415
98.2	2.25345
114.2	2.25645
220.3	2.2581
245.5	2.2606
272.7	2.26155
312.3	2.26
371.4	2.263
429.7	2.26055
505.9	2.2634
550	2.2554
608	2.26165
620.5	2.26555
622.4	2.26175
636	2.26565
832.2	2.2628
906.1	2.2619
921	2.2616
930	2.26125
985	2.25515
1010	2.26295
3402	2.26075
9289	2.25965
9960	2.2627
32237	2.25835
32460	2.2612
32960	2.2571
223500	2.26055
332100	2.2634
913800	2.26425
923800	2.2614
