0	1.5583	1.5583
3.225806452	1.5531	1.5533
6.25	1.55	1.5499
9.090909091	1.5462	1.5464
11.76470588	1.5422	1.5423
14.28571429	1.5388	1.5387
16.66666667	1.5359	1.5357
18.91891892	1.5329	1.5327
21.05263158	1.5279	1.5281
23.07692308	1.5253	1.5254
25	1.5236	1.523
26.82926829	1.5213	1.5214
28.57142857	1.5195	1.5196
30.23255814	1.5189	1.5187
31.81818182	1.5174	1.5175
33.33333333	1.5161	1.516
34.7826087	1.5138	1.5137
36.17021277	1.5125	1.5128
37.5	1.5106	1.5104
38.7755102	1.5098	1.5099
40	1.5086	1.5085
41.17647059	1.5075	1.5075
42.30769231	1.5069	1.5068
43.39622642	1.5062	1.5063
44.44444444	1.5053	1.5051
45.45454545	1.5043	1.5044
46.42857143	1.5038	1.5035
47.36842105	1.5031	1.5031
48.27586207	1.5016	1.5018
49.15254237	1.5011	1.5012
50	1.5009	1.501
